department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won,avg_training_score,is_promoted
7,20,0,1,2,1,38,5,10,1,0,51,0
7,11,0,0,2,1,44,2,5,1,0,52,0
3,14,0,1,2,1,29,5,3,1,0,59,0
7,20,0,1,0,1,35,4,7,1,0,50,0
5,28,2,1,0,1,33,4,6,0,0,65,0
7,23,0,1,0,1,34,1,5,0,0,45,0
2,31,1,0,0,1,31,3.424789912,2,0,0,58,1
4,31,2,1,1,1,54,4.502143213,14,0,0,74,1
7,18,0,1,0,1,51,3,19,0,0,43,0
7,5,0,1,1,1,30,3.797141358,4,0,0,93,1
5,29,2,0,2,1,32,5,2,1,0,68,1
5,4,2,0,2,1,32,3,6,0,0,71,0
7,11,0,1,2,1,32,2,6,1,0,52,1
2,27,1,0,1,1,32,5,6,1,0,47,1
8,11,2,1,2,1,58,4,14,1,0,76,0
7,32,0,1,2,1,28,5,2,0,0,47,0
7,11,1,0,0,1,46,3.478859176,3,0,0,88,1
2,14,2,0,0,1,33,2,6,0,0,47,0
5,11,2,1,0,1,50,1,5,0,0,71,0
7,11,0,1,0,1,32,5,6,0,0,50,0
0,14,0,0,2,1,30,3.285612732,7,0,0,83,1
4,11,2,1,2,1,60,4,13,0,0,59,0
7,11,0,1,2,1,35,4,10,1,0,53,0
2,17,0,0,0,1,26,3.190526187,3,1,0,52,1
7,31,0,0,2,1,44,5,18,0,0,51,0
7,6,0,0,0,1,42,1.0677497,10,1,0,49,1
3,14,1,1,0,1,29,5,3,0,0,74,1
4,31,2,0,0,1,39,3,2,0,0,62,0
8,14,0,1,0,1,26,4.061024419,3,0,1,89,1
7,4,0,1,0,1,42,5,5,1,0,51,1
7,14,0,1,1,1,32,5,3,1,0,53,0
7,0,2,0,2,1,33,4.924322662,5,0,0,59,1
7,6,0,1,0,1,40,2,4,0,0,48,0
8,31,2,0,0,2,50,4,23,1,0,85,1
7,11,0,1,1,1,36,3.228770304,8,1,0,42,1
1,31,2,1,0,1,31,2.288257776,6,0,0,71,1
7,10,1,1,2,1,38,3,9,1,0,91,1
5,30,0,1,0,2,28,4,2,0,0,72,0
5,11,0,0,0,1,34,2,7,0,0,74,0
4,11,2,0,0,1,52,2.077957591,12,0,0,70,1
2,6,0,1,0,1,37,4.020978652,9,1,0,52,1
5,30,0,1,2,1,48,4.622870344,6,0,0,63,1
7,14,2,0,0,1,35,5,8,0,0,45,0
3,11,2,0,0,3,55,4,17,0,0,60,0
4,11,0,1,0,1,31,4.519774301,2,1,0,72,1
0,14,0,1,2,1,31,4.754713673,4,1,0,85,1
4,31,0,0,2,1,37,5,8,1,0,66,0
0,14,0,1,2,1,29,3.292207247,2,1,0,81,1
2,11,1,1,1,1,53,3.622571068,4,0,0,87,1
5,5,1,1,0,1,39,5,12,1,0,91,1
5,14,2,1,0,1,35,5,9,1,0,71,0
7,22,1,1,0,1,33,3.181223469,4,0,0,62,1
2,11,2,0,0,1,40,4,10,0,0,47,0
0,31,0,1,0,1,30,5,4,0,0,84,1
4,13,0,0,0,1,33,4.160773159,5,1,0,68,1
8,4,0,1,1,1,38,3.412174627,3,1,0,75,1
8,6,0,0,0,1,30,4,3,1,0,81,1
7,2,0,0,1,1,26,5,2,0,0,93,1
6,18,2,1,0,1,33,3.218935566,3,0,0,86,1
6,28,2,1,2,1,34,3,6,0,0,84,0
7,6,0,1,2,2,34,1,6,0,0,48,0
7,4,0,1,0,1,32,1,5,0,0,52,0
0,18,0,1,0,1,32,3,7,1,0,85,0
4,14,2,1,0,2,33,5,3,1,0,62,0
7,15,0,1,2,2,28,2,2,0,0,45,0
7,31,0,1,2,1,47,4,14,1,0,46,0
7,11,0,1,0,2,45,2,14,0,0,49,0
0,14,0,0,0,2,30,5,6,0,0,85,1
0,18,0,1,0,1,27,4,3,1,0,86,0
7,11,2,1,0,1,39,5,5,0,1,95,1
8,2,0,1,0,2,29,3,3,0,0,85,0
7,11,2,0,0,2,38,5,9,0,0,52,0
2,11,2,0,2,1,38,4,7,1,0,50,1
7,14,0,1,1,1,31,3,3,1,0,87,1
4,5,0,0,0,1,34,5,10,1,0,53,1
4,31,0,1,0,1,30,4.309353943,7,0,0,70,1
7,10,0,1,0,1,53,5,5,1,0,47,0
0,12,0,0,1,1,36,5,6,0,0,90,1
8,11,2,1,2,2,60,4,5,0,0,78,0
5,2,0,0,2,1,31,4,2,1,0,69,0
8,4,2,1,2,1,31,3,6,1,1,79,1
4,14,0,0,1,2,35,2.506159142,5,1,0,57,1
4,11,2,0,0,1,34,5,3,0,0,77,1
4,28,0,0,1,1,28,5,3,1,0,58,1
0,31,0,1,0,1,29,3,3,0,0,84,0
8,4,1,1,0,1,31,4.568442369,5,1,0,77,1
7,11,0,1,2,3,34,1,7,0,0,51,0
8,11,0,1,0,1,23,3.213776519,2,0,0,81,1
4,11,0,0,2,1,29,4,6,0,0,58,0
4,11,2,1,2,2,40,1,7,1,0,55,0
7,14,1,1,0,1,33,3.97885039,6,1,0,46,1
7,11,2,0,0,1,41,4,5,1,0,48,0
7,8,0,0,2,1,33,5,6,0,0,50,0
6,1,2,1,1,1,48,4.602770586,7,0,0,58,1
3,12,0,1,0,1,30,4,3,1,0,59,1
3,14,1,0,2,1,33,5,5,1,0,64,1
1,12,0,1,0,1,30,3,6,0,0,58,0
6,4,2,1,0,1,40,4.493441026,11,1,0,92,1
5,31,0,1,0,1,29,3.677676287,5,1,0,79,1
0,28,2,1,1,1,33,5,4,0,0,85,1
1,19,0,0,0,1,32,3,6,1,0,58,0
7,11,0,1,2,1,30,3.886306289,3,0,0,96,1
4,0,0,1,2,1,32,4.736937071,7,0,0,71,1
7,7,0,0,2,1,30,5,4,1,0,50,1
8,7,0,1,0,1,32,3.484730446,4,1,0,77,1
4,1,2,1,0,1,48,5,8,1,0,57,0
2,11,2,0,1,1,50,4.187503723,5,1,0,47,1
7,2,0,0,0,1,30,4.52323347,2,1,0,83,1
4,11,0,0,2,1,57,5,15,1,0,57,0
8,31,2,1,2,2,38,5,10,1,0,80,0
4,11,2,0,2,1,49,3,6,0,0,60,0
0,18,0,1,1,1,29,3.74120891,1,1,0,81,1
4,6,0,1,2,1,39,5,13,0,0,59,0
4,28,0,0,0,1,38,3,10,0,0,63,1
7,6,0,1,2,1,31,5,5,0,0,51,0
8,15,0,0,0,1,29,1,2,0,0,77,0
0,10,0,1,0,1,38,3,6,0,0,85,0
2,14,0,0,0,1,31,3,7,1,0,50,0
4,7,2,1,2,1,41,3,10,1,0,59,0
0,16,0,1,1,1,31,3,2,0,0,77,1
7,32,2,1,0,2,36,1,4,0,0,47,0
7,14,0,0,1,1,27,4.824838215,5,0,0,59,1
5,11,0,0,0,1,34,4.469343439,4,0,0,84,1
4,14,0,1,0,1,39,3,5,1,0,62,0
0,10,0,1,2,1,32,3,6,0,0,85,0
6,19,0,0,0,1,32,5,5,1,0,96,1
4,6,0,1,2,1,29,4,2,1,0,59,0
4,18,0,0,2,1,30,3,4,1,0,60,0
7,24,0,1,0,1,37,3.944090236,3,1,0,50,1
4,11,2,0,0,1,37,5,3,1,0,56,1
1,18,0,1,0,2,34,1,5,0,0,58,0
7,0,2,1,0,2,35,3,3,0,0,52,0
4,4,1,0,0,1,38,5,4,1,0,59,1
4,28,2,1,0,1,52,5,15,0,0,80,1
4,2,2,1,0,2,38,5,11,1,0,60,0
4,31,2,0,0,1,37,5,8,1,0,59,1
4,14,2,1,2,2,36,4,7,0,0,61,0
2,11,0,0,1,1,37,4,3,0,0,52,0
7,25,0,1,0,1,38,4,7,1,0,43,1
0,23,0,1,0,2,26,3,2,0,0,80,0
2,20,0,0,2,1,34,3,4,1,0,49,0
4,11,0,1,0,2,45,3,13,0,0,59,0
7,31,1,1,1,1,33,4.562827223,7,1,0,90,1
0,14,0,0,2,1,28,3.408950314,2,1,0,81,1
7,14,0,1,2,1,30,4.482752959,3,0,0,92,1
8,31,0,1,0,1,40,3,10,1,0,74,1
4,30,0,1,0,1,29,5,3,0,0,66,1
8,28,0,1,0,1,29,5,5,1,0,77,1
8,26,0,0,2,1,34,2,8,0,0,77,0
5,32,2,0,2,1,32,5,8,1,0,68,1
8,31,0,1,0,2,42,2,11,0,0,80,0
4,14,0,1,0,1,39,4,8,0,0,58,0
8,11,2,1,1,1,50,3,20,1,0,79,1
4,11,0,0,2,1,24,3.414728224,2,0,0,62,1
4,8,0,0,0,1,33,3,8,1,1,90,1
7,23,0,1,2,1,34,3,2,0,0,52,0
7,8,0,1,0,1,32,2.007000937,8,1,0,50,1
8,5,0,1,0,1,26,4.513694218,3,0,0,79,1
4,14,2,1,0,1,41,2,11,0,0,60,0
7,31,1,1,1,1,33,4.549496481,7,1,0,90,1
4,6,0,1,2,1,35,4.547485815,9,1,0,65,1
8,16,2,0,2,1,39,1,7,0,0,79,0
8,8,0,0,0,1,58,3.495746358,18,0,0,90,1
5,11,0,0,2,1,35,5,6,1,0,70,1
0,23,0,1,0,1,27,5,5,0,0,78,1
3,14,0,1,0,1,27,2.205963542,2,0,0,71,1
0,18,0,1,0,2,37,3,3,0,0,80,0
7,14,0,1,0,1,26,3.635125235,2,1,0,51,1
7,5,0,1,0,1,33,3.788747739,9,1,0,54,1
0,11,0,0,2,1,37,3,5,1,0,84,0
4,30,2,0,0,1,56,5,7,1,1,60,1
7,20,0,1,0,1,36,3,2,1,0,45,1
8,11,1,1,2,1,23,4,1,1,0,82,1
6,17,2,0,2,1,32,3.994764165,5,1,1,91,1
5,5,2,0,0,1,37,3.306597364,7,0,0,73,1
4,4,0,1,0,1,40,4,5,0,0,62,0
5,28,0,1,0,1,30,3,4,0,0,68,0
8,11,0,0,2,2,32,3,5,1,0,82,0
8,7,2,0,0,1,34,5,6,1,0,78,1
7,14,0,1,2,1,33,5,5,1,0,41,0
7,20,2,0,1,1,33,3.975629377,7,0,0,64,1
4,31,0,0,2,1,26,3,2,1,0,57,1
7,17,2,1,0,1,38,2,10,0,0,50,0
4,28,2,1,2,1,35,2,7,0,0,53,0
0,18,0,1,2,1,37,2,10,1,0,84,0
2,14,0,0,2,1,28,5,4,1,0,54,1
4,13,2,1,0,1,54,3,14,0,1,82,1
8,29,0,1,0,1,24,3,2,0,0,83,0
4,32,2,0,2,1,33,4,9,0,0,63,0
5,14,2,1,0,1,30,3,2,1,0,65,0
5,8,0,0,2,1,26,4,2,0,0,67,0
4,14,0,0,1,1,32,4.223822363,9,1,0,55,1
2,19,2,0,0,1,32,5,3,1,0,47,0
2,20,1,0,0,1,32,5,5,1,0,96,1
4,11,2,1,2,1,51,5,21,1,0,59,0
0,20,0,0,0,1,30,5,3,1,0,85,1
7,11,0,1,2,2,38,2,3,0,0,49,0
5,24,0,1,2,1,35,4,8,0,0,74,0
5,8,0,0,0,1,46,5,3,0,0,89,1
4,5,0,1,2,1,34,5,9,1,0,56,1
8,31,0,0,0,1,30,4,5,1,0,80,0
2,11,2,0,0,1,50,3.307404383,18,1,0,50,1
7,31,0,1,2,1,41,1,4,1,0,48,0
7,19,0,0,2,1,29,3.159501232,5,0,0,59,1
8,1,0,0,0,1,29,3.106169407,3,0,0,82,1
7,4,2,0,2,1,33,5,5,0,0,51,0
0,28,0,1,0,1,30,3,6,0,0,87,1
0,31,0,1,2,1,27,4,3,1,0,83,0
4,25,0,1,0,1,32,5,5,1,0,60,0
7,5,0,0,0,1,36,3,8,0,0,82,1
8,23,1,1,2,1,49,4.801156502,2,1,0,77,1
4,31,0,1,0,2,43,1,7,0,0,63,0
7,21,0,1,2,1,33,3,9,0,0,49,0
4,14,1,0,0,2,36,4.512569633,6,1,0,60,1
7,10,0,1,2,1,37,1,8,0,0,49,0
5,19,2,1,0,1,33,3,8,0,0,73,0
5,31,0,0,2,1,35,3,4,1,0,68,0
5,11,1,0,0,1,38,5,10,1,0,67,1
5,11,2,0,0,1,36,4.606499682,6,1,0,70,1
7,14,0,1,2,1,28,4,2,0,0,45,0
4,14,0,0,1,1,36,1.290664085,5,1,0,58,1
4,25,2,0,0,1,37,4,9,0,0,58,0
8,30,0,1,0,1,31,4,2,1,0,82,0
7,3,0,1,1,1,35,3.563336722,9,1,0,49,1
4,11,2,0,1,1,51,4.943308568,8,1,0,56,1
4,12,2,0,0,1,47,4.507814601,17,0,0,69,1
7,21,0,1,0,1,31,4,8,0,0,56,1
4,20,0,1,2,1,32,4,6,0,0,60,0
8,18,0,1,0,1,28,5,4,1,0,81,1
5,11,2,1,0,2,39,3,8,0,0,66,0
7,25,0,1,2,1,29,2.958729861,3,0,0,60,1
7,11,0,1,2,1,59,1,16,0,0,50,0
1,23,0,1,0,1,26,5,2,1,1,90,1
7,22,0,1,0,1,33,5,2,1,0,49,0
4,11,0,1,2,1,23,3,2,1,0,64,0
4,10,0,1,0,1,35,4,3,0,0,58,0
1,14,1,1,0,1,23,4,2,1,0,55,0
4,14,0,0,0,1,32,2,4,0,0,57,0
8,6,0,1,0,1,42,3.68903461,11,0,0,81,1
4,11,2,0,2,1,48,3.863428298,17,0,1,85,1
7,17,0,1,0,1,27,4.614236372,3,1,0,48,1
2,18,0,1,2,1,41,3,13,0,0,52,0
4,27,0,1,2,1,34,3,9,1,0,59,1
5,4,0,0,0,1,40,5,4,1,0,69,0
8,24,2,1,0,1,44,3,12,0,0,79,0
7,2,0,1,2,1,34,5,2,1,0,53,1
7,11,2,1,1,1,47,3,6,1,0,50,1
5,11,0,1,0,1,38,5,2,1,0,68,0
7,19,2,1,0,1,40,4.473120492,13,0,0,84,1
8,6,2,0,2,1,38,2,9,0,0,78,0
7,18,0,1,0,1,36,4,3,1,0,83,1
7,24,2,0,2,1,33,4,7,0,0,51,0
2,11,0,0,0,1,45,4,4,0,0,49,0
7,12,2,1,2,1,38,3,5,1,0,53,0
0,14,0,1,0,1,27,1,3,0,0,81,0
8,31,0,0,0,1,39,4,13,1,0,82,0
7,31,0,1,1,1,32,4.372132753,6,1,0,47,1
0,17,0,1,2,2,30,3,4,0,0,86,0
4,1,2,0,1,1,32,2.87672076,9,1,0,61,1
4,14,2,1,0,1,58,4,31,0,0,62,0
1,14,0,1,2,1,26,3,4,0,0,57,0
4,6,0,1,0,1,39,5,4,1,0,60,1
0,32,0,1,0,1,31,2,4,1,0,81,0
7,28,0,1,0,1,31,3,2,0,1,51,0
4,24,1,0,0,1,33,3.334069998,3,1,0,58,1
8,11,0,1,0,1,24,4,2,1,0,75,0
8,29,0,0,0,1,36,2,9,0,0,78,0
7,19,1,0,0,1,36,3.766853102,7,1,0,88,1
4,30,2,0,2,1,40,2.616109555,10,0,0,70,1
6,11,1,0,0,1,32,3,9,0,0,88,1
8,12,0,1,2,2,31,3,5,1,0,77,0
6,18,2,1,0,1,33,3,4,1,0,94,1
7,11,0,1,2,1,29,4.707074858,3,1,0,50,1
7,32,0,1,0,1,32,3,7,1,0,50,0
8,2,0,0,0,1,30,3,4,1,0,81,0
7,6,0,0,0,1,28,4,1,0,0,54,0
8,11,2,1,0,1,55,3,10,0,0,81,0
8,18,0,1,0,2,30,5,3,1,0,89,1
0,14,2,1,2,2,40,3,9,0,0,85,0
5,31,0,1,2,1,29,5,5,1,0,63,1
7,11,0,1,0,2,43,5,4,1,0,53,0
4,19,1,0,0,1,37,5,7,1,0,64,1
0,27,0,1,2,1,32,5,6,0,0,84,0
0,20,0,0,0,1,28,4.190376135,4,1,0,85,1
8,11,2,0,2,1,30,3,6,0,0,75,0
7,4,0,0,2,1,37,3,3,0,0,47,0
4,18,0,0,0,1,30,2,6,0,0,64,0
4,25,0,0,2,1,35,4.812863015,3,1,0,60,1
7,31,0,1,0,3,37,3,5,0,0,44,0
7,18,0,1,0,1,27,5,4,1,0,46,0
8,12,2,1,2,1,39,5,8,1,0,83,0
4,28,0,1,2,1,38,4,13,0,0,59,0
7,17,2,1,0,1,39,5,2,0,0,90,1
7,31,2,0,0,1,43,4.171753957,16,0,0,95,1
1,28,2,1,0,2,36,3,4,1,0,63,0
8,24,2,1,0,1,30,3,5,0,0,80,0
7,25,0,0,0,1,28,4,6,0,0,53,0
4,11,2,0,1,1,38,3,6,1,0,63,1
3,11,0,1,0,2,31,4.053439243,6,1,0,79,1
1,14,2,1,2,1,38,3,5,0,0,60,0
5,8,0,0,2,1,35,3,3,0,0,64,0
4,2,0,1,2,1,39,3,3,0,0,63,0
7,6,0,1,0,1,50,4.180883227,17,0,0,59,1
7,8,0,1,0,1,35,1,7,0,0,55,0
5,30,0,0,0,1,28,4.766343134,3,1,0,71,1
0,4,0,1,0,1,39,3,2,1,0,81,0
7,11,0,1,1,1,43,2.074172784,3,0,0,90,1
6,14,0,1,2,2,26,4,2,1,0,87,0
7,31,1,1,0,1,53,3.883352665,14,1,0,47,1
5,11,0,0,1,1,58,4.228564495,26,1,0,67,1
7,5,1,1,0,1,36,3.969753874,3,0,0,64,1
5,11,0,1,0,2,35,3,7,1,0,68,0
8,9,2,1,0,1,42,3,12,0,0,78,1
5,31,0,1,1,1,29,4.756576983,5,0,0,63,1
5,14,0,1,2,1,30,4.307145175,7,0,0,87,1
8,11,2,0,1,1,33,3.911087318,3,0,0,80,1
4,14,2,0,2,2,39,5,3,0,0,61,0
2,11,2,0,1,1,53,3,3,0,1,88,1
4,6,2,1,2,1,44,4.511673165,11,1,0,94,1
2,11,0,0,0,1,52,4,17,0,0,44,0
7,7,0,1,0,1,34,4,7,1,0,48,1
7,24,2,0,2,1,34,2,9,0,0,53,0
2,11,1,0,1,1,22,3,2,0,0,46,0
4,11,0,1,1,1,32,4,7,0,0,63,0
8,13,2,1,0,1,50,5,3,1,1,83,1
4,24,0,0,0,1,27,5,1,1,0,58,0
0,20,2,1,0,1,34,5,3,0,0,88,0
5,29,0,1,2,1,32,3,4,0,0,71,0
8,13,2,0,0,2,46,5,4,1,0,78,1
7,11,0,0,0,1,31,5,6,0,0,63,1
7,19,0,1,0,1,40,2,10,0,0,49,0
4,14,0,1,0,1,32,3,7,0,0,91,1
4,31,0,1,2,1,31,4,8,1,0,56,0
4,15,1,0,2,1,37,3,6,0,0,62,1
6,17,0,0,0,1,31,4.018165898,6,0,0,58,1
4,25,0,0,2,1,33,2,5,0,0,59,0
4,11,2,0,2,1,56,3,3,0,0,61,0
5,14,2,0,0,1,44,2,4,0,0,69,0
4,7,0,1,0,1,41,4.622124551,7,1,0,71,1
7,2,2,1,0,1,40,4,10,0,0,51,0
2,31,0,0,0,1,31,3.388020593,3,1,0,61,1
4,6,0,1,0,2,35,5,10,0,0,61,0
7,31,2,0,0,1,37,5,4,1,0,49,0
5,19,1,0,2,1,32,3.244922613,6,0,0,90,1
7,28,1,1,1,1,50,4.945030707,12,1,0,50,1
7,31,1,1,2,1,54,4.620229863,22,1,0,47,1
6,14,0,1,1,1,33,4.178105377,9,1,0,58,1
5,1,2,0,0,1,31,2.760888187,5,1,0,65,1
6,1,0,0,0,1,30,5,3,0,0,84,1
5,24,2,1,0,1,42,5,7,1,0,68,0
5,11,0,0,0,1,30,3.937305418,4,0,0,79,1
8,11,0,0,0,1,51,3,19,0,0,77,0
8,19,0,1,2,1,27,4,3,0,0,79,0
0,9,0,1,0,1,30,3.974645305,6,0,0,83,1
8,11,0,0,0,1,42,4,7,1,0,79,0
0,11,0,1,0,1,43,3,10,0,0,86,1
7,11,2,0,1,1,43,5,4,0,0,89,1
4,21,0,1,2,1,29,3,2,0,0,59,0
3,28,2,0,2,1,34,5,6,1,0,59,1
7,20,1,1,0,1,36,4.051393006,3,1,0,47,1
5,31,0,1,0,1,35,3,7,0,0,72,0
4,23,0,0,0,1,32,3,7,0,0,66,0
4,31,2,0,2,1,39,4,6,1,0,60,0
6,32,1,1,0,1,28,2.879847895,3,0,0,65,1
4,4,0,0,0,1,34,5,2,0,0,62,0
3,31,0,0,2,1,29,4.145354282,5,0,0,97,1
4,31,0,1,0,1,28,5,2,1,0,58,1
3,14,0,0,2,2,31,4.255774622,7,0,0,65,1
5,13,2,0,2,1,42,4.452840126,7,1,0,68,1
4,11,2,0,2,1,42,3.55276909,13,1,0,60,1
2,11,2,1,0,1,42,4,11,1,0,50,0
0,28,0,1,0,1,37,3.970286761,10,0,0,84,1
7,30,0,1,0,1,26,4.679770651,2,1,0,52,1
3,5,0,1,1,1,35,4.907970779,4,0,0,69,1
8,6,0,0,0,1,31,1,5,0,0,83,0
8,30,0,0,0,1,30,3,2,0,0,83,1
5,15,2,0,0,1,34,4,4,0,0,67,0
4,6,0,0,0,1,30,5,5,1,0,57,0
5,11,2,1,0,1,36,5,6,1,0,69,1
5,11,0,1,0,4,28,3,2,0,0,65,0
7,28,0,1,2,1,37,3,9,0,0,50,0
7,20,2,1,0,1,33,1,5,0,0,49,0
4,14,0,1,0,2,37,4.252038607,11,1,0,57,1
7,28,1,1,0,1,39,3.163052987,11,1,0,93,1
4,16,0,0,2,1,29,4,4,1,0,58,0
7,0,0,1,0,1,29,3.626932487,4,1,0,47,1
8,6,1,1,0,1,41,4.601596816,12,1,0,80,1
5,26,0,1,2,1,38,4,12,0,0,70,0
5,31,2,0,0,1,33,1,4,0,0,69,0
1,10,0,0,0,1,29,3.71597338,2,0,0,74,1
4,11,2,0,0,1,51,3,24,0,0,58,0
4,27,0,1,1,1,39,5,8,1,0,90,1
2,7,0,1,0,1,30,3,5,0,0,48,0
2,11,0,0,2,1,37,3,4,0,0,51,0
4,28,0,0,1,1,30,5,4,1,0,62,1
0,21,0,1,2,1,29,5,2,0,0,91,0
2,16,0,0,0,1,31,2.734135261,4,1,0,46,1
3,11,2,1,0,1,44,4,2,0,0,58,0
6,28,2,1,0,1,37,4,4,1,0,84,0
8,6,0,1,0,1,31,3.975313391,2,1,0,77,1
7,23,2,1,0,1,33,3,9,0,0,51,0
6,31,0,1,2,1,31,5,2,0,0,68,1
7,4,2,0,1,1,33,4,3,0,0,62,1
8,4,0,0,2,1,34,4,4,1,0,82,1
4,18,0,1,0,1,32,3,2,0,0,61,0
0,21,0,1,0,1,25,3,2,0,0,85,0
5,6,0,0,0,1,32,2,10,1,0,67,0
8,6,2,1,2,1,32,4,6,1,0,81,1
1,10,0,0,1,1,29,3.002804768,2,0,0,73,1
5,4,2,0,0,2,35,3,5,0,0,67,0
7,28,2,1,2,1,32,5,5,1,0,49,0
7,20,2,1,2,2,33,4,7,0,0,47,0
5,2,0,1,0,1,32,4.252823004,9,0,1,96,1
4,28,2,0,1,1,44,5,2,1,0,58,1
0,18,0,1,0,1,39,1,8,0,0,81,0
4,11,0,0,2,1,53,5,5,1,0,62,0
8,11,0,0,1,1,44,5,12,1,0,80,1
7,14,0,1,1,1,26,3,2,0,0,66,1
0,14,0,0,0,1,27,3.8641196,2,0,0,87,1
7,30,0,0,0,1,28,1,2,0,0,50,0
8,16,0,0,0,1,24,4.191047416,2,0,0,80,1
6,14,0,1,2,1,27,5,3,0,0,83,1
7,11,0,1,1,1,31,5,6,0,0,53,0
4,17,0,0,1,1,42,3.270771351,10,1,0,61,1
1,14,2,1,0,2,35,1,5,1,0,62,0
1,11,0,1,0,1,33,4,5,0,0,59,0
7,4,0,1,2,1,32,3.972530039,7,1,0,49,1
4,14,0,1,0,1,47,4,21,1,0,57,0
1,14,0,1,1,1,32,3.154914119,8,0,0,70,1
7,28,2,1,0,1,33,3,7,1,0,49,1
0,0,0,1,0,1,29,3,4,0,0,87,0
4,31,2,0,2,1,35,2,2,1,0,56,0
0,14,0,1,2,1,31,4,4,1,0,87,0
4,14,2,1,0,1,51,3,21,0,0,57,0
5,8,0,0,1,1,33,3.923625628,4,1,0,70,1
7,15,0,1,2,1,32,3.940828383,7,1,0,50,1
7,14,0,1,1,1,28,3.861695689,3,1,0,46,1
4,28,1,0,0,1,45,4.992380181,2,1,0,58,1
8,29,0,0,0,2,34,5,7,0,0,88,1
4,14,0,0,0,1,37,5,7,0,0,69,1
1,6,2,1,2,1,30,5,5,0,0,60,0
5,14,2,1,0,1,49,3,7,1,0,76,0
8,14,0,1,0,1,29,3.428338308,2,0,0,89,1
4,28,0,0,0,1,38,4,8,1,0,61,0
5,24,2,1,2,1,38,3,9,0,0,72,0
0,28,0,1,1,1,32,3,6,0,0,81,1
5,31,0,1,2,1,29,5,3,1,0,69,1
4,11,0,0,0,1,52,3,2,0,0,64,0
8,11,0,1,2,1,34,3.5536045,2,0,0,83,1
7,31,2,0,2,2,33,1,3,0,0,46,0
8,7,0,1,0,1,40,1,2,1,0,79,0
4,14,2,1,2,1,31,4,9,1,0,59,0
7,11,0,1,2,1,34,1.34842217,10,1,0,52,1
7,14,0,1,0,1,27,4.079553476,4,1,0,53,1
6,31,1,1,0,1,29,3.228225933,5,0,0,85,1
1,18,2,1,1,1,33,5,5,0,0,70,1
0,18,2,1,1,1,34,3.883757157,3,0,0,81,1
7,11,0,1,0,1,40,5,6,1,0,46,1
5,19,2,0,0,1,34,4,4,0,0,67,0
8,31,0,0,0,1,30,3.854196661,4,0,0,91,1
6,18,0,1,0,1,32,3.688062811,3,0,0,84,1
5,8,1,0,0,1,36,3.395624057,4,0,0,81,1
5,11,1,0,0,1,39,4.55757849,10,1,0,68,1
5,29,0,0,0,1,37,4,2,0,0,70,0
7,3,0,0,0,1,26,4,1,1,0,96,1
7,28,2,1,2,1,39,3.911986831,2,1,0,49,1
7,11,0,0,1,1,32,5,3,1,0,50,1
8,31,2,1,0,1,43,4,14,1,0,77,1
1,11,0,1,0,1,25,1.882095024,3,0,0,68,1
1,14,2,0,2,1,34,4,7,0,0,61,0
7,14,0,1,2,1,30,3.046871097,3,1,0,86,1
2,31,0,1,0,1,36,3,4,0,0,56,0
7,13,0,1,0,1,28,3,2,0,0,45,0
8,17,2,1,0,1,36,3.446244897,6,1,0,74,1
7,11,0,0,1,1,29,5,5,0,0,93,1
7,17,2,1,0,1,37,1,2,0,0,47,0
8,11,2,0,0,2,42,3,15,0,0,81,0
4,11,2,0,0,1,53,4,7,1,1,61,0
7,7,0,1,2,2,33,3,8,0,0,48,0
7,18,0,1,2,1,27,1,2,0,0,50,0
7,11,0,1,1,1,37,5,5,1,0,51,1
8,4,2,0,0,1,33,3.727282925,4,0,0,89,1
8,31,0,0,0,1,32,4,6,1,0,80,1
7,29,2,1,0,1,38,1,8,0,0,52,0
7,18,0,1,2,1,30,3.128707074,6,1,0,48,1
5,6,2,0,0,1,54,5,4,1,0,74,1
5,29,0,0,0,1,35,3,7,0,0,69,0
7,0,2,1,2,1,37,2,4,1,0,51,0
8,19,0,0,2,1,29,4,2,1,0,80,0
7,19,2,1,2,2,47,1,5,0,0,53,0
0,23,0,1,0,1,30,3.312264828,6,1,0,83,1
4,11,2,1,0,1,40,3,12,0,0,57,0
7,11,0,0,0,1,20,3,2,1,0,53,0
0,14,0,1,0,1,34,1,3,0,0,83,0
4,23,0,0,0,1,32,5,4,0,0,70,1
4,18,0,0,0,1,28,5,3,1,0,61,1
4,14,0,1,0,1,40,5,7,1,0,59,0
5,2,0,1,0,1,31,2,2,0,0,71,0
4,11,0,1,0,1,45,5,15,1,0,59,0
7,32,0,1,0,1,38,3,9,0,0,49,0
5,10,0,0,0,1,34,5,7,0,0,97,1
7,6,0,1,0,1,31,3.096804271,4,0,0,61,1
8,31,2,0,1,2,46,3,2,0,0,79,1
7,3,0,1,2,1,33,5,5,1,0,51,0
7,14,0,0,2,1,26,4.648950564,3,1,0,48,1
4,10,0,0,2,1,37,4,3,0,0,64,0
4,20,0,1,0,1,34,5,7,0,0,68,1
7,22,2,1,2,1,35,5,9,0,0,51,0
2,11,2,0,2,1,46,3,17,0,0,86,1
7,23,0,0,2,1,30,1,6,0,0,53,0
4,19,1,1,2,1,32,3.309510053,5,1,0,58,1
7,17,0,1,1,1,36,4.803910949,7,0,1,88,1
2,2,0,0,0,1,25,5,2,1,0,56,1
